humidity,wind_speed,wind_direction,visibility_in_miles,dew_point,temperature,clouds_all,air_pollution_index
80,5,327,4,4,283.44,90,189
80,5,334,2,2,283.44,90,125
81,5,333,7,7,283.44,90,37
81,4,337,2,2,282.15,90,124
82,4,335,2,2,282.15,90,229
83,4,338,8,8,282.15,90,235
82,4,339,8,8,281.43,90,252
84,4,342,6,6,281.43,90,188
84,3,344,3,3,281.43,90,209
85,3,171,2,2,281.43,90,274
84,3,231,1,1,281.43,90,283
85,2,117,2,2,281.43,90,203
84,2,189,1,1,281.29,90,91
86,2,12,7,7,281.29,90,177
85,2,22,5,5,281.29,90,75
83,2,119,9,9,281.15,90,31
84,1,100,9,9,281.15,90,110
82,1,168,5,5,281.15,90,185
83,1,128,3,3,280.93,90,281
81,1,232,8,8,280.93,90,58
81,1,228,7,7,280.93,90,110
74,1,171,1,1,280.77,90,72
76,1,185,7,7,280.77,90,46
72,1,146,2,2,280.77,90,216
74,1,171,5,5,278.01,90,231
67,1,110,7,7,278.01,90,232
67,1,114,5,5,278.01,90,41
63,1,113,6,6,276.58,90,160
65,1,119,9,9,276.58,90,83
62,1,119,7,7,276.58,90,81
65,2,125,8,8,275.86,90,286
61,2,124,1,1,275.86,90,212
63,3,128,1,1,275.86,90,112
70,2,128,3,3,275.86,90,184
69,3,134,2,2,275.58,90,220
74,2,135,7,7,275.58,90,262
76,3,147,3,3,275.58,90,163
82,2,145,4,4,275.58,90,153
85,2,153,5,5,274.95,90,28
82,2,158,6,6,274.95,90,38
87,2,168,8,8,274.95,90,198
86,2,174,3,3,274.55,90,173
89,2,159,8,8,274.55,90,275
86,2,173,4,4,274.55,90,184
87,2,165,5,5,274.48,90,181
83,2,174,9,9,274.48,90,125
87,2,160,1,1,274.48,90,260
84,2,164,3,3,275.08,90,16
87,2,172,5,5,275.08,90,206
83,2,174,5,5,275.08,90,284
85,2,181,5,5,275.55,90,42
84,2,176,7,7,275.55,90,161
86,2,186,5,5,276.08,90,32
86,2,185,8,8,276.08,90,264
86,2,192,3,3,277.08,90,95
86,2,188,2,2,277.08,90,190
86,2,192,8,8,278.93,90,158
89,2,186,8,8,278.93,90,111
87,2,193,2,2,279.68,90,100
89,2,190,2,2,279.68,90,46
90,2,197,5,5,279.68,90,58
93,2,191,9,9,281.08,90,48
94,2,195,4,4,281.08,90,39
90,2,197,5,5,281.42,90,52
93,2,202,4,4,281.22,90,215
91,2,205,2,2,280.55,90,235
94,2,197,1,1,280.15,90,41
90,2,203,5,5,280.02,90,135
91,2,199,6,6,279.87,90,104
91,2,209,5,5,279.51,90,11
93,2,200,9,9,279.51,90,108
93,2,205,9,9,279.22,90,32
92,2,198,2,2,278.55,90,227
93,2,207,4,4,277.89,90,231
92,2,204,6,6,278.86,90,81
93,2,200,8,8,280.72,40,176
92,2,197,8,8,283.01,1,234
92,2,194,5,5,283.82,1,147
90,3,195,2,2,284.15,40,219
91,3,191,4,4,282.89,40,121
90,3,190,9,9,283.01,90,237
92,3,191,5,5,281.69,90,242
89,3,191,5,5,281.69,90,59
90,3,191,8,8,280.42,90,245
93,3,193,6,6,280.42,90,266
93,3,193,2,2,280.58,90,209
94,3,194,4,4,280.58,90,206
91,3,193,7,7,280.55,90,10
95,3,195,3,3,280.55,90,292
93,4,195,3,3,280.55,90,198
94,4,190,2,2,280.29,90,134
91,4,191,6,6,280.29,90,185
92,4,188,1,1,280.29,90,288
93,4,195,1,1,280.37,90,148
92,4,188,3,3,280.37,90,111
93,4,192,3,3,280.37,90,296
91,4,197,7,7,280.86,90,156
93,4,200,1,1,280.86,90,282
91,4,205,6,6,281.46,90,21
90,4,205,4,4,281.46,90,152
89,4,211,4,4,281.46,90,176
88,4,213,9,9,282.3,90,278
88,4,213,6,6,283.08,90,103
87,4,216,4,4,282.22,40,115
87,4,216,1,1,283,90,284
90,4,215,6,6,282.75,90,210
89,4,216,7,7,282.81,75,101
92,4,216,1,1,281.44,1,245
91,5,219,5,5,281.15,90,69
94,5,217,2,2,280.28,75,244
94,5,219,5,5,279.02,90,193
93,4,216,8,8,279.5,40,242
94,5,220,5,5,283.49,1,136
93,5,219,7,7,284.68,1,110
94,4,212,5,5,285.65,1,144
93,4,212,5,5,285.22,1,242
93,4,207,8,8,283.77,1,77
93,4,209,2,2,283.15,75,96
94,4,201,5,5,282.23,1,245
93,4,201,6,6,280.59,1,117
93,4,201,3,3,280.37,40,146
93,4,200,9,9,280.29,1,274
93,4,200,9,9,280.01,1,72
94,3,198,7,7,280.15,75,239
93,3,199,4,4,285.36,75,247
94,3,197,2,2,289.58,1,256
94,3,195,6,6,292.8,1,168
94,3,194,6,6,293.29,1,47
94,3,192,5,5,291,20,253
94,3,184,4,4,285.17,1,16
95,3,184,1,1,282.51,1,86
95,3,177,6,6,280.86,1,266
95,3,179,1,1,280.15,1,46
95,3,170,6,6,279.87,1,75
95,3,169,2,2,279.79,90,109
96,3,168,8,8,279.73,1,270
96,3,167,3,3,279.08,1,51
97,3,166,4,4,279.08,1,58
95,3,172,6,6,280.43,1,80
97,3,168,9,9,280.43,1,255
96,4,171,8,8,285.64,40,11
97,4,175,7,7,290.15,1,71
95,4,179,6,6,293.55,1,36
95,4,183,8,8,294.15,5,76
95,4,185,9,9,290.62,5,154
95,4,189,7,7,289.44,1,223
95,4,192,4,4,288.29,1,66
96,4,190,1,1,287.14,1,295
95,4,195,4,4,287.15,1,220
95,4,194,3,3,286.87,1,202
96,3,200,3,3,286.01,1,123
96,3,198,1,1,285.22,1,131
96,2,201,4,4,286.23,75,112
98,2,266,8,8,288.29,90,164
98,2,249,1,1,288.44,90,83
99,2,294,3,3,288.44,90,184
98,3,104,6,6,288.44,90,23
100,2,226,6,6,288.44,90,176
100,3,114,8,8,288.48,90,64
100,3,171,2,2,288.58,90,35
100,4,3,3,3,288.62,90,53
100,5,3,2,2,289.15,90,78
100,6,2,6,6,289.51,90,47
100,6,2,9,9,289.44,40,21
100,7,2,6,6,289.51,1,114
100,6,177,8,8,288.88,1,253
100,7,118,6,6,288.21,75,282
100,7,235,1,1,288.21,75,290
97,8,175,5,5,288.68,90,201
98,8,351,9,9,289.62,90,97
97,8,350,2,2,290.99,90,148
93,8,349,9,9,290.8,90,155
93,9,348,9,9,286.76,90,173
90,9,347,9,9,282.76,90,268
92,8,345,8,8,280.95,90,96
88,8,344,9,9,279.65,90,248
88,8,343,9,9,278.87,90,274
84,8,341,7,7,278.48,90,203
86,8,339,6,6,278.42,90,137
84,7,337,9,9,278.44,90,131
84,7,338,3,3,278.51,90,253
80,7,335,3,3,278.58,90,56
80,7,334,5,5,279.79,75,121
80,7,329,8,8,280.69,90,84
79,6,330,8,8,280.73,90,39
79,6,326,5,5,280.37,90,17
77,6,328,8,8,279.94,90,17
78,6,323,9,9,278.73,1,248
76,5,323,5,5,277.02,75,200
80,5,318,1,1,277.08,40,137
76,5,320,2,2,276.81,75,20
78,5,317,1,1,276.49,40,265
77,5,316,4,4,275.22,1,242
80,4,313,5,5,273.75,1,195
80,4,311,6,6,273.22,5,130
80,4,315,7,7,276.48,5,176
80,4,312,8,8,280.15,1,153
80,4,314,1,1,281.79,40,110
79,4,311,3,3,282.68,1,31
79,4,315,6,6,279.42,1,208
79,4,314,2,2,277.42,1,278
80,4,311,7,7,276.88,1,91
79,3,310,3,3,276.95,1,179
79,3,308,8,8,277.5,1,22
80,3,313,2,2,277.28,1,206
80,3,308,7,7,277.79,1,104
82,3,311,4,4,277.79,1,276
79,3,317,7,7,278.15,5,60
81,3,319,4,4,281.86,1,197
80,3,323,1,1,286.08,1,13
82,2,313,7,7,288.28,1,272
79,2,322,2,2,288.41,5,40
80,2,317,2,2,286.75,1,127
77,1,205,4,4,283.94,1,218
79,1,235,4,4,282.88,5,211
78,1,158,1,1,281.43,1,95
78,1,269,7,7,281,1,39
76,0,130,9,9,280.57,1,166
76,0,179,5,5,280.15,1,218
73,1,167,5,5,279.75,1,52
73,1,235,5,5,279.15,5,94
72,1,244,1,1,280.51,1,185
67,1,282,5,5,284.22,1,240
66,1,280,4,4,287.36,1,159
62,1,309,7,7,289.08,1,269
71,1,222,1,1,289.55,5,12
63,1,289,8,8,285.49,5,244
68,1,240,8,8,283.79,5,91
72,1,288,9,9,282.15,1,261
77,1,208,1,1,281.01,1,163
82,1,223,3,3,280.02,1,280
76,1,206,6,6,279.68,1,183
84,1,233,8,8,279.01,1,33
83,1,226,6,6,277.68,1,11
83,1,214,5,5,277.48,1,196
80,1,209,1,1,279.08,1,173
80,1,199,5,5,284.5,40,54
80,1,207,7,7,287.68,40,103
80,1,190,8,8,288.55,1,213
80,1,192,7,7,288.15,75,132
73,1,182,3,3,285.15,1,46
76,1,188,4,4,284.3,90,127
71,1,182,5,5,283.88,75,149
74,1,170,6,6,283.35,75,131
67,1,166,9,9,280.94,1,241
68,1,155,7,7,279.02,40,238
74,1,157,1,1,277.76,1,237
73,1,142,6,6,276.62,1,228
77,2,140,8,8,281.51,75,164
77,2,147,2,2,283.79,75,16
83,2,141,2,2,284.58,90,12
84,3,145,1,1,284.58,90,13
85,2,149,3,3,284.08,90,225
86,3,153,9,9,284.08,90,273
87,3,157,8,8,281.72,90,54
86,3,156,9,9,281.72,90,214
88,3,161,7,7,281.72,90,210
88,3,162,3,3,281.72,90,259
89,3,161,3,3,281.42,90,221
88,3,162,9,9,281.42,90,142
89,3,162,9,9,281.42,90,183
86,3,160,4,4,281.29,90,78
88,3,160,6,6,281.29,90,152
87,3,159,3,3,281.29,90,26
87,3,161,9,9,280.72,90,257
85,3,159,9,9,280.72,90,237
85,3,160,2,2,280.72,90,180
85,3,162,6,6,280.08,90,215
84,3,163,7,7,280.08,90,100
84,3,165,4,4,280.08,90,123
85,3,163,5,5,280.15,90,31
85,3,166,6,6,280.15,90,146
85,3,165,6,6,280.15,90,222
87,3,164,3,3,280.01,90,12
86,3,163,2,2,280.01,90,296
88,3,162,5,5,280.01,90,22
88,3,172,2,2,278.89,90,11
91,3,167,3,3,278.89,90,272
91,3,173,7,7,278.89,90,294
89,3,171,9,9,278.22,90,141
91,3,180,8,8,277.15,90,243
90,3,180,2,2,277.51,75,252
91,3,172,1,1,278.09,90,182
89,3,175,9,9,277.95,90,273
89,3,170,8,8,277.8,90,51
90,3,175,7,7,276.42,90,154
90,3,166,3,3,276.44,90,63
91,3,168,7,7,276.42,90,169
88,3,172,2,2,275.82,75,232
90,3,173,1,1,274.87,1,232
89,3,176,7,7,274.01,1,52
92,3,167,6,6,273.28,1,78
89,3,174,3,3,274.87,1,109
91,3,169,3,3,277.86,40,213
90,3,166,1,1,279.55,1,217
93,4,160,1,1,279.69,1,281
93,4,156,9,9,276.29,5,170
93,4,159,2,2,273.63,1,163
93,4,153,1,1,272.95,1,288
93,4,153,6,6,273.29,1,98
93,4,157,5,5,272.93,1,191
93,4,156,8,8,273.41,1,56
93,4,158,4,4,273.36,1,253
94,5,165,2,2,274.65,1,258
94,5,167,4,4,274.65,1,250
95,5,172,7,7,274.72,1,127
94,5,168,4,4,277.43,1,173
96,5,177,8,8,281.44,1,180
96,5,176,7,7,284.55,1,14
96,5,179,6,6,285.15,1,269
96,5,177,2,2,285.87,1,67
96,5,178,1,1,283.09,1,209
96,5,174,5,5,280.43,5,147
96,5,177,8,8,280.58,1,246
96,5,175,2,2,278.43,1,157
95,5,175,1,1,277.94,1,297
95,5,172,5,5,277.29,1,228
95,5,171,7,7,276.72,1,186
97,5,169,4,4,277.01,1,291
95,5,168,7,7,277.01,1,172
96,5,166,7,7,277.15,5,293
94,5,161,2,2,277.01,1,195
96,5,160,7,7,279.22,5,15
95,5,156,5,5,281.08,1,59
98,5,156,2,2,283.69,1,55
96,6,150,3,3,286.65,1,226
98,5,148,5,5,288.42,5,218
96,5,143,2,2,289.44,1,105
99,5,142,5,5,285.51,1,34
98,5,138,1,1,283.42,1,134
98,5,132,8,8,282.93,75,72
97,5,128,7,7,284.79,90,172
97,5,123,4,4,284.79,90,298
97,5,116,9,9,284.42,90,252
97,5,111,3,3,284.51,90,161
97,5,104,4,4,284.65,90,104
95,5,101,3,3,284.65,90,106
96,5,94,1,1,283.36,90,72
95,5,90,6,6,283.36,90,257
96,5,79,9,9,281.92,90,284
95,5,77,1,1,281.92,90,48
95,4,68,1,1,281.72,90,113
94,5,62,4,4,281.72,90,92
95,5,52,2,2,282.35,90,209
94,5,45,4,4,282.35,90,114
95,5,45,7,7,282.42,90,188
94,5,35,5,5,282.42,90,69
94,5,32,1,1,282.55,90,265
94,5,27,1,1,282.48,90,215
95,5,25,8,8,282.48,90,219
95,5,21,4,4,282.48,90,238
96,5,17,5,5,282.42,90,131
95,5,13,6,6,282.42,90,133
96,5,9,4,4,282.42,90,144
96,5,10,6,6,282.42,90,197
97,5,4,5,5,282.42,90,142
97,5,3,2,2,282.69,90,100
94,5,6,5,5,282.69,90,111
95,5,4,1,1,282.69,90,170
93,5,5,8,8,282.75,90,134
95,5,175,1,1,282.75,90,152
92,5,120,8,8,282.75,90,282
93,4,234,7,7,282.75,90,46
92,4,176,2,2,283.01,90,268
94,4,347,6,6,283.01,90,163
94,4,346,5,5,283.29,90,113
95,4,344,2,2,283.29,90,130
94,4,344,3,3,283.29,90,143
95,4,342,6,6,283.29,90,108
94,4,343,6,6,283.53,90,225
95,4,341,3,3,283.53,90,252
95,3,340,8,8,284.01,90,240
94,3,337,6,6,284.01,90,235
94,3,338,8,8,284.01,90,22
94,3,335,6,6,284.38,90,244
91,4,329,8,8,284.38,90,92
91,3,327,8,8,284.38,90,252
90,4,322,4,4,284.94,90,233
91,3,316,2,2,284.94,90,233
88,3,311,4,4,284.94,90,194
89,3,306,6,6,285.15,90,183
89,3,282,3,3,285.15,90,277
90,3,282,7,7,285.44,90,106
90,3,265,9,9,285.44,90,136
89,3,266,4,4,285.44,90,224
89,3,242,3,3,285.51,90,37
89,3,237,2,2,285.51,90,59
87,3,235,2,2,285.51,90,277
87,3,229,9,9,285.86,90,92
86,3,226,8,8,285.86,90,253
86,3,220,2,2,285.86,90,234
85,3,218,5,5,286.15,90,27
85,3,214,8,8,286.15,90,235
85,3,212,7,7,286.15,90,120
85,3,207,6,6,286.76,90,85
85,3,204,5,5,286.76,90,32
86,3,209,3,3,286.43,75,165
86,3,204,1,1,285.28,75,212
87,3,207,4,4,284.22,90,229
87,2,198,3,3,283.15,90,49
88,2,204,1,1,283.15,90,107
88,2,199,6,6,281.22,90,171
91,2,144,1,1,281.22,90,222
90,1,155,9,9,281.22,90,101
92,1,117,2,2,281.22,90,199
90,2,106,3,3,279.22,90,171
93,1,59,4,4,279.22,90,66
92,1,39,1,1,279.22,90,242
93,2,52,2,2,278.69,90,38
91,2,21,8,8,278.95,90,214
91,2,23,9,9,276.49,90,133
92,2,21,3,3,276.49,90,17
92,3,25,5,5,276.49,90,116
93,3,24,1,1,274.82,90,101
91,3,19,5,5,274.82,90,167
93,3,20,3,3,274.82,90,93
92,3,17,4,4,273.09,40,48
91,4,13,3,3,272.08,75,42
90,4,10,2,2,272.65,75,296
90,4,6,7,7,273.44,90,217
87,4,8,4,4,272.44,90,286
87,4,2,7,7,272.46,90,187
85,5,2,6,6,273.38,90,197
83,4,178,2,2,273.99,40,224
81,5,119,1,1,273.44,1,210
79,5,237,8,8,273.38,1,181
80,4,180,6,6,272.46,1,216
77,4,355,9,9,271.79,1,297
77,4,356,5,5,270.87,1,68
83,4,184,7,7,270.58,1,245
81,4,243,9,9,269.92,1,90
85,4,129,3,3,269.69,1,186
82,4,187,2,2,269.15,1,49
89,4,15,1,1,269.77,1,91
88,4,15,7,7,270.79,1,171
90,5,13,5,5,271.29,75,122
88,4,14,7,7,271.72,90,98
89,5,12,7,7,271.61,90,21
88,5,182,9,9,271.35,90,274
90,5,123,6,6,270.82,1,241
89,5,236,3,3,270.08,1,98
88,5,173,7,7,268.63,1,225
87,5,344,9,9,267.66,1,58
86,6,339,9,9,265.75,1,279
84,5,329,5,5,265.22,90,69
83,5,326,8,8,264.23,1,255
82,5,318,1,1,266.15,40,223
83,5,305,2,2,268.35,1,91
80,4,298,3,3,269.94,1,73
80,4,287,2,2,270.42,1,267
78,4,280,4,4,270.22,5,266
79,4,267,8,8,268.44,75,127
78,4,258,3,3,267.29,90,33
78,4,260,7,7,267.51,90,245
76,4,249,9,9,266.79,75,111
76,3,247,4,4,266.43,40,14
82,3,251,2,2,266.36,40,118
79,3,248,1,1,265.84,40,192
83,3,250,9,9,265.77,40,128
77,3,236,1,1,265.08,1,192
84,3,243,5,5,267.86,40,147
81,3,235,4,4,270.93,40,94
82,3,247,9,9,272.84,40,183
78,3,231,7,7,274,90,61
77,2,236,4,4,273.72,90,235
82,2,268,5,5,272.37,90,235
80,2,264,2,2,271.5,75,141
83,2,287,6,6,270.57,75,193
81,3,300,3,3,270.22,90,276
85,2,326,6,6,271.15,90,114
85,3,342,4,4,272.114,92,187
76,2,158,2,2,271.86,90,198
79,4,241,2,2,271.61,20,160
73,3,124,6,6,275.15,1,122
73,3,357,4,4,278.48,5,295
65,3,122,1,1,280.08,40,132
64,3,239,8,8,279.87,1,97
64,3,15,5,5,277.82,75,34
62,3,245,4,4,275.02,1,39
62,3,134,5,5,272.55,5,176
65,2,355,9,9,271.55,1,83
64,3,135,6,6,270.15,1,82
66,2,245,1,1,270.15,1,121
69,3,16,3,3,270.09,1,220
71,2,240,3,3,270.51,40,189
73,3,124,5,5,271.86,90,14
71,2,357,4,4,272.53,40,211
75,3,125,7,7,272.72,1,265
75,3,242,1,1,276.15,1,151
73,3,177,4,4,279.51,1,29
73,3,355,7,7,279.86,1,109
72,3,351,2,2,280.15,40,290
73,3,350,8,8,277.49,1,178
71,3,345,8,8,276.72,20,242
72,4,344,2,2,275.94,1,100
69,4,340,6,6,275.15,1,267
71,4,339,9,9,275.15,40,37
70,4,336,2,2,275.15,1,53
70,3,332,5,5,275.51,1,150
68,4,329,3,3,277.01,90,94
67,3,326,1,1,278.01,1,277
65,3,328,2,2,280.01,75,53
65,3,322,4,4,282.51,90,20
64,3,323,8,8,282.94,90,284
69,3,320,1,1,281.96,90,209
65,3,321,5,5,279.87,90,208
68,3,319,3,3,278.73,90,130
62,3,317,2,2,278.08,75,23
68,3,315,6,6,277.22,90,73
65,3,313,1,1,277.22,90,229
72,3,303,7,7,276.37,90,161
66,3,303,8,8,275.72,90,255
69,3,296,2,2,275.22,90,104
65,3,300,5,5,274.55,90,277
71,3,288,2,2,274.55,90,202
70,3,288,3,3,274.55,90,67
75,3,294,8,8,273.23,90,103
71,4,292,4,4,273.23,90,10
74,4,296,8,8,272.55,90,215
68,4,290,8,8,272.55,90,202
74,4,297,3,3,272.15,90,233
71,4,294,4,4,272.15,90,47
70,4,291,1,1,272.08,90,120
66,5,288,2,2,272.08,90,261
64,4,285,2,2,272.07,90,93
70,4,282,7,7,272.07,90,169
65,4,279,3,3,271.84,75,164
68,4,276,9,9,270.72,75,107
63,4,268,7,7,270.01,90,198
69,3,267,9,9,269.51,90,95
66,3,260,6,6,268.94,90,71
68,4,256,3,3,268.44,90,268
64,4,249,6,6,267.15,90,90
65,4,243,3,3,266.58,75,104
61,4,242,4,4,265.87,40,296
63,4,235,5,5,266.58,40,230
60,4,233,1,1,268.68,1,201
63,5,231,8,8,269.68,1,179
59,5,228,5,5,270.08,1,67
60,5,225,6,6,267.75,5,52
69,6,238,1,1,265.42,1,169
67,6,231,4,4,264.15,1,167
74,7,238,2,2,263.02,1,244
68,6,244,6,6,262.82,1,153
78,7,252,3,3,262.54,1,19
77,7,258,8,8,262.62,1,277
76,6,255,3,3,262.01,1,165
74,6,264,1,1,261.95,1,27
73,6,264,2,2,265.86,1,293
74,5,258,6,6,270.34,5,240
72,5,259,6,6,272.5,1,279
73,5,255,1,1,273.01,1,273
74,5,256,3,3,272.93,5,268
74,5,251,9,9,269.75,1,211
75,5,250,8,8,267.36,1,146
74,5,252,3,3,266.41,1,56
75,5,251,7,7,265.02,1,72
74,5,252,7,7,264.28,1,86
78,5,255,5,5,264.08,1,130
76,5,255,2,2,265.02,1,22
78,5,257,3,3,266.93,40,188
78,5,258,6,6,268.5,90,166
81,5,261,2,2,270.21,90,25
82,5,263,3,3,272.35,90,255
82,5,270,2,2,273.88,90,201
83,5,270,5,5,274.43,90,64
83,5,275,1,1,274.44,90,197
85,4,287,6,6,273.44,90,178
85,4,290,1,1,273.36,90,217
86,4,300,6,6,273.22,90,18
81,5,308,7,7,273.08,90,15
84,4,318,1,1,273.08,90,111
81,4,327,9,9,272.94,90,155
77,4,322,7,7,272.44,90,289
75,4,335,7,7,272.44,90,60
71,4,334,1,1,272.44,90,282
73,3,324,7,7,272.28,90,237
68,3,327,9,9,272.28,90,286
68,2,320,2,2,272.65,90,92
65,2,285,1,1,272.65,90,126
66,1,288,8,8,273.55,90,84
64,1,262,7,7,274.3,90,180
59,1,248,3,3,274.3,90,223
58,1,218,9,9,274.58,90,220
54,1,200,4,4,274.58,90,160
61,2,207,3,3,274.58,90,249
53,1,181,2,2,274.3,90,130
56,2,180,2,2,274.3,90,224
65,2,189,5,5,274.3,90,274
66,3,184,4,4,274.01,90,161
73,3,190,8,8,274.01,90,85
71,3,190,2,2,273.94,90,233
81,3,198,6,6,273.94,90,139
82,3,199,7,7,273.94,90,260
80,3,188,2,2,274.08,90,269
81,3,194,4,4,274.08,90,214
80,3,187,3,3,274.08,90,135
79,3,182,3,3,273.93,90,201
78,3,175,2,2,273.93,90,45
77,3,169,6,6,274.08,90,50
82,3,169,5,5,274.08,90,175
79,4,162,9,9,274.08,90,152
82,4,160,8,8,274.08,90,243
80,4,168,5,5,274.08,90,237
84,4,163,7,7,274.08,90,200
83,4,168,1,1,273.94,90,34
84,4,170,7,7,273.94,90,269
83,4,176,6,6,273.94,90,27
83,4,180,9,9,274.08,90,129
84,4,164,6,6,274.08,90,93
84,4,174,5,5,273.69,90,222
84,4,164,8,8,273.44,90,74
88,3,192,9,9,273.01,90,36
87,3,170,8,8,273.01,90,216
90,3,185,2,2,272.58,90,97
89,3,226,2,2,272.22,90,245
93,2,233,8,8,271.87,90,59
93,2,265,5,5,271.35,90,192
90,4,274,9,9,271.35,90,242
91,3,314,2,2,271.22,90,195
89,4,330,6,6,271.22,90,98
88,5,325,1,1,271.46,90,95
86,6,349,1,1,271.46,90,113
84,7,351,9,9,271.01,90,119
82,7,349,4,4,271.01,90,129
80,8,353,3,3,271.41,90,97
78,8,352,9,9,271.41,90,65
80,8,349,7,7,272.43,90,164
77,8,349,7,7,272.43,90,99
77,8,347,7,7,273.64,90,205
74,8,344,6,6,275.08,90,32
76,8,342,6,6,275.41,90,92
73,8,340,8,8,275.15,90,193
71,8,337,6,6,274.84,90,216
69,7,335,8,8,274.29,90,232
66,7,332,1,1,273.23,90,97
67,7,329,9,9,272.42,90,62
64,7,326,4,4,270.69,90,211
64,7,323,5,5,269.22,75,209
64,7,320,4,4,267.62,75,204
63,7,317,1,1,267.44,1,13
64,7,314,7,7,269.22,1,30
62,6,312,7,7,273.15,1,253
63,6,309,3,3,273.95,1,135
61,6,306,5,5,272.55,1,210
63,6,306,7,7,271.76,1,61
61,5,303,1,1,270.55,75,252
61,5,302,1,1,269.89,1,220
58,5,300,7,7,268.3,1,154
60,5,299,2,2,268.44,1,53
58,4,298,7,7,268.36,1,116
63,4,292,7,7,267.58,1,161
59,4,292,6,6,267.31,1,122
61,4,288,7,7,271,1,232
63,4,281,6,6,275.8,1,164
66,3,278,3,3,279.22,1,183
68,3,272,1,1,279.62,1,172
67,3,263,3,3,278.35,1,194
70,3,258,1,1,276.15,1,294
70,3,250,7,7,275.82,5,207
70,3,251,6,6,276.15,1,64
70,3,240,9,9,276.72,1,80
71,3,238,4,4,276.61,1,207
71,3,222,5,5,276.5,1,62
72,2,224,2,2,277.01,1,23
72,2,213,2,2,276.61,75,30
74,2,212,8,8,277.23,1,23
74,2,197,2,2,278.94,1,124
75,2,192,4,4,279.62,1,227
74,1,187,8,8,278.82,1,204
76,1,183,5,5,277.28,90,216
76,1,178,2,2,277.65,90,120
73,1,227,4,4,277.86,90,176
73,1,204,5,5,277.36,90,110
72,1,235,3,3,277.01,90,178
68,2,222,1,1,276.62,75,165
67,1,268,5,5,276.02,90,267
64,2,270,8,8,276.02,90,287
67,2,268,7,7,276.02,90,245
62,3,271,3,3,275.96,90,137
64,4,271,4,4,275.96,90,132
67,4,271,5,5,275.89,90,198
68,4,271,5,5,275.89,90,268
71,4,270,1,1,275.58,90,288
71,5,277,4,4,275.51,90,240
75,5,274,9,9,274.89,90,165
76,5,279,6,6,274.89,90,118
74,5,284,4,4,274.89,90,42
76,6,288,9,9,274.22,90,135
75,6,293,1,1,274.22,90,77
74,6,299,6,6,273.48,90,254
73,6,304,8,8,273.48,90,276
72,7,310,4,4,273.09,90,145
69,7,312,2,2,273.09,90,285
69,7,319,1,1,273.01,90,71
66,8,322,1,1,273.01,90,180
69,7,321,6,6,272.58,90,112
65,8,326,4,4,272.58,90,101
65,8,327,9,9,272.65,90,84
61,8,325,6,6,272.65,90,123
64,8,326,5,5,272.72,90,130
61,7,325,1,1,272.69,90,223
65,8,328,5,5,273.09,40,207
60,7,325,6,6,274.93,75,272
62,7,327,5,5,279.43,1,147
62,7,328,8,8,280.15,75,177
65,7,329,4,4,279.08,90,13
65,7,330,2,2,278.44,90,210
66,6,324,8,8,276.02,5,111
67,6,328,8,8,274.8,1,28
67,6,324,1,1,274.22,1,31
69,6,314,2,2,273.94,1,138
69,5,313,8,8,272.72,1,158
71,5,305,2,2,272.22,1,247
64,5,293,5,5,272.22,1,16
68,4,286,3,3,274.3,75,32
64,4,275,4,4,277.22,1,99
70,4,270,5,5,278.43,90,27
62,4,258,7,7,278.43,90,80
65,4,251,1,1,278.37,90,75
66,4,245,9,9,278.37,90,62
69,4,238,3,3,277.23,40,201
71,4,232,4,4,277.23,40,151
66,4,223,3,3,277.23,40,34
70,4,218,4,4,276.49,90,259
68,4,211,1,1,276.49,90,42
69,4,203,6,6,275.51,90,185
66,4,195,5,5,275.51,90,48
66,5,188,4,4,275.22,90,221
71,5,203,8,8,275.22,90,142
69,5,187,4,4,274.22,1,122
73,6,195,5,5,274.22,1,158
72,5,204,5,5,273.68,1,86
77,6,211,6,6,273.68,1,23
78,5,220,2,2,273.22,1,63
78,7,264,5,5,273.22,1,262
78,6,261,7,7,272.15,1,182
78,7,294,7,7,272.15,1,178
73,7,276,2,2,271.86,1,101
75,8,326,3,3,273.81,1,138
72,9,325,2,2,276.94,1,139
76,9,322,3,3,278.57,75,81
70,9,322,1,1,279.72,1,264
72,9,320,4,4,279.15,75,150
65,9,321,6,6,279.44,1,135
70,9,318,9,9,280.36,1,260
66,9,318,3,3,280.36,1,11
69,9,315,3,3,280.01,75,19
63,9,316,2,2,279.29,1,295
64,8,314,6,6,279.3,1,233
63,8,313,1,1,278.54,90,74
65,8,311,9,9,279.37,90,118
65,8,309,7,7,279.37,90,51
64,7,308,4,4,279.51,90,268
65,7,306,8,8,279.51,90,120
64,7,305,8,8,279.51,90,37
64,7,304,6,6,279.58,90,60
63,6,303,7,7,279.58,90,222
63,6,302,8,8,280.58,1,134
69,6,297,4,4,279.54,40,278
66,6,297,5,5,279.01,90,49
70,6,294,4,4,278.08,90,163
66,6,292,2,2,276.55,90,167
72,6,289,1,1,276.28,90,281
71,5,286,8,8,276.09,90,119
72,5,280,4,4,275.79,90,243
69,5,279,9,9,275.49,90,186
69,4,273,6,6,275.94,90,136
68,4,269,5,5,276.15,90,89
69,4,263,5,5,276.58,90,61
68,4,258,8,8,276.51,90,91
67,3,252,2,2,276.29,90,282
66,3,247,5,5,276.22,90,50
65,3,241,7,7,276.08,90,296
69,3,229,8,8,275.79,1,163
